,lemma,next-lemma,next-next-lemma,next-next-pos,next-next-shape,next-next-word,next-pos,next-shape,next-word,pos,prev-iob,prev-lemma,prev-pos,prev-prev-iob,prev-prev-lemma,prev-prev-pos,prev-prev-shape,prev-prev-word,prev-shape,prev-word,sentence_idx,shape,word,tag
9257,januari,2004,.,.,punct,.,CD,number,2004,NNP,O,in,IN,O,began,VBD,lowercase,began,lowercase,in,421,capitalized,January,B-tim
9258,2004,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,CD,B-tim,januari,NNP,O,in,IN,lowercase,in,capitalized,January,421,number,2004,I-tim
9259,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,I-tim,2004,CD,B-tim,januari,NNP,capitalized,January,number,2004,421,punct,.,O
9260,a,foreign,offic,NN,lowercase,office,JJ,lowercase,foreign,DT,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,422,uppercase,A,O
9261,foreign,offic,spokeswoman,NN,lowercase,spokeswoman,NN,lowercase,office,JJ,O,a,DT,__START1__,__start1__,__START1__,wildcard,__START1__,uppercase,A,422,lowercase,foreign,O
9262,offic,spokeswoman,in,IN,lowercase,in,NN,lowercase,spokeswoman,NN,O,foreign,JJ,O,a,DT,uppercase,A,lowercase,foreign,422,lowercase,office,O
9263,spokeswoman,in,islamabad,NNP,capitalized,Islamabad,IN,lowercase,in,NN,O,offic,NN,O,foreign,JJ,lowercase,foreign,lowercase,office,422,lowercase,spokeswoman,O
9264,in,islamabad,also,RB,lowercase,also,NNP,capitalized,Islamabad,IN,O,spokeswoman,NN,O,offic,NN,lowercase,office,lowercase,spokeswoman,422,lowercase,in,O
9265,islamabad,also,said,VBD,lowercase,said,RB,lowercase,also,NNP,O,in,IN,O,spokeswoman,NN,lowercase,spokeswoman,lowercase,in,422,capitalized,Islamabad,B-geo
9266,also,said,that,IN,lowercase,that,VBD,lowercase,said,RB,B-geo,islamabad,NNP,O,in,IN,lowercase,in,capitalized,Islamabad,422,lowercase,also,O
9267,said,that,the,DT,lowercase,the,IN,lowercase,that,VBD,O,also,RB,B-geo,islamabad,NNP,capitalized,Islamabad,lowercase,also,422,lowercase,said,O
9268,that,the,two,CD,lowercase,two,DT,lowercase,the,IN,O,said,VBD,O,also,RB,lowercase,also,lowercase,said,422,lowercase,that,O
9269,the,two,side,NNS,lowercase,sides,CD,lowercase,two,DT,O,that,IN,O,said,VBD,lowercase,said,lowercase,that,422,lowercase,the,O
9270,two,side,have,VBP,lowercase,have,NNS,lowercase,sides,CD,O,the,DT,O,that,IN,lowercase,that,lowercase,the,422,lowercase,two,O
9271,side,have,been,VBN,lowercase,been,VBP,lowercase,have,NNS,O,two,CD,O,the,DT,lowercase,the,lowercase,two,422,lowercase,sides,O
9272,have,been,hold,VBG,lowercase,holding,VBN,lowercase,been,VBP,O,side,NNS,O,two,CD,lowercase,two,lowercase,sides,422,lowercase,have,O
9273,been,hold,secret,JJ,lowercase,secret,VBG,lowercase,holding,VBN,O,have,VBP,O,side,NNS,lowercase,sides,lowercase,have,422,lowercase,been,O
9274,hold,secret,talk,NNS,lowercase,talks,JJ,lowercase,secret,VBG,O,been,VBN,O,have,VBP,lowercase,have,lowercase,been,422,lowercase,holding,O
9275,secret,talk,on,IN,lowercase,on,NNS,lowercase,talks,JJ,O,hold,VBG,O,been,VBN,lowercase,been,lowercase,holding,422,lowercase,secret,O
9276,talk,on,possibl,JJ,lowercase,possible,IN,lowercase,on,NNS,O,secret,JJ,O,hold,VBG,lowercase,holding,lowercase,secret,422,lowercase,talks,O
9277,on,possibl,reduct,NN,lowercase,reduction,JJ,lowercase,possible,IN,O,talk,NNS,O,secret,JJ,lowercase,secret,lowercase,talks,422,lowercase,on,O
9278,possibl,reduct,of,IN,lowercase,of,NN,lowercase,reduction,JJ,O,on,IN,O,talk,NNS,lowercase,talks,lowercase,on,422,lowercase,possible,O
9279,reduct,of,forc,NNS,lowercase,forces,IN,lowercase,of,NN,O,possibl,JJ,O,on,IN,lowercase,on,lowercase,possible,422,lowercase,reduction,O
9280,of,forc,in,IN,lowercase,in,NNS,lowercase,forces,IN,O,reduct,NN,O,possibl,JJ,lowercase,possible,lowercase,reduction,422,lowercase,of,O
9281,forc,in,kashmir,NNP,capitalized,Kashmir,IN,lowercase,in,NNS,O,of,IN,O,reduct,NN,lowercase,reduction,lowercase,of,422,lowercase,forces,O
9282,in,kashmir,and,CC,lowercase,and,NNP,capitalized,Kashmir,IN,O,forc,NNS,O,of,IN,lowercase,of,lowercase,forces,422,lowercase,in,O
9283,kashmir,and,a,DT,lowercase,a,CC,lowercase,and,NNP,O,in,IN,O,forc,NNS,lowercase,forces,lowercase,in,422,capitalized,Kashmir,B-geo
9284,and,a,pakistani,JJ,capitalized,Pakistani,DT,lowercase,a,CC,B-geo,kashmir,NNP,O,in,IN,lowercase,in,capitalized,Kashmir,422,lowercase,and,O
9285,a,pakistani,propos,NN,lowercase,proposal,JJ,capitalized,Pakistani,DT,O,and,CC,B-geo,kashmir,NNP,capitalized,Kashmir,lowercase,and,422,lowercase,a,O
9286,pakistani,propos,of,IN,lowercase,of,NN,lowercase,proposal,JJ,O,a,DT,O,and,CC,lowercase,and,lowercase,a,422,capitalized,Pakistani,B-gpe
9287,propos,of,self-rul,JJ,contains-hyphen,self-rule,IN,lowercase,of,NN,B-gpe,pakistani,JJ,O,a,DT,lowercase,a,capitalized,Pakistani,422,lowercase,proposal,O
9288,of,self-rul,in,IN,lowercase,in,JJ,contains-hyphen,self-rule,IN,O,propos,NN,B-gpe,pakistani,JJ,capitalized,Pakistani,lowercase,proposal,422,lowercase,of,O
9289,self-rul,in,kashmir,NNP,capitalized,Kashmir,IN,lowercase,in,JJ,O,of,IN,O,propos,NN,lowercase,proposal,lowercase,of,422,contains-hyphen,self-rule,O
9290,in,kashmir,.,.,punct,.,NNP,capitalized,Kashmir,IN,O,self-rul,JJ,O,of,IN,lowercase,of,contains-hyphen,self-rule,422,lowercase,in,O
9291,kashmir,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNP,O,in,IN,O,self-rul,JJ,contains-hyphen,self-rule,lowercase,in,422,capitalized,Kashmir,B-geo
9292,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,B-geo,kashmir,NNP,O,in,IN,lowercase,in,capitalized,Kashmir,422,punct,.,O
9293,she,did,not,RB,lowercase,not,VBD,lowercase,did,PRP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,423,capitalized,She,O
9294,did,not,give,VB,lowercase,give,RB,lowercase,not,VBD,O,she,PRP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,She,423,lowercase,did,O
9295,not,give,ani,DT,lowercase,any,VB,lowercase,give,RB,O,did,VBD,O,she,PRP,capitalized,She,lowercase,did,423,lowercase,not,O
9296,give,ani,more,JJR,lowercase,more,DT,lowercase,any,VB,O,not,RB,O,did,VBD,lowercase,did,lowercase,not,423,lowercase,give,O
9297,ani,more,detail,NNS,lowercase,details,JJR,lowercase,more,DT,O,give,VB,O,not,RB,lowercase,not,lowercase,give,423,lowercase,any,O
9298,more,detail,and,CC,lowercase,and,NNS,lowercase,details,JJR,O,ani,DT,O,give,VB,lowercase,give,lowercase,any,423,lowercase,more,O
9299,detail,and,also,RB,lowercase,also,CC,lowercase,and,NNS,O,more,JJR,O,ani,DT,lowercase,any,lowercase,more,423,lowercase,details,O
9300,and,also,declin,VBD,lowercase,declined,RB,lowercase,also,CC,O,detail,NNS,O,more,JJR,lowercase,more,lowercase,details,423,lowercase,and,O
9301,also,declin,to,TO,lowercase,to,VBD,lowercase,declined,RB,O,and,CC,O,detail,NNS,lowercase,details,lowercase,and,423,lowercase,also,O
9302,declin,to,reveal,VB,lowercase,reveal,TO,lowercase,to,VBD,O,also,RB,O,and,CC,lowercase,and,lowercase,also,423,lowercase,declined,O
9303,to,reveal,at,IN,lowercase,at,VB,lowercase,reveal,TO,O,declin,VBD,O,also,RB,lowercase,also,lowercase,declined,423,lowercase,to,O
9304,reveal,at,what,WDT,lowercase,what,IN,lowercase,at,VB,O,to,TO,O,declin,VBD,lowercase,declined,lowercase,to,423,lowercase,reveal,O
9305,at,what,level,NN,lowercase,level,WDT,lowercase,what,IN,O,reveal,VB,O,to,TO,lowercase,to,lowercase,reveal,423,lowercase,at,O
9306,what,level,the,DT,lowercase,the,NN,lowercase,level,WDT,O,at,IN,O,reveal,VB,lowercase,reveal,lowercase,at,423,lowercase,what,O
9307,level,the,talk,NNS,lowercase,talks,DT,lowercase,the,NN,O,what,WDT,O,at,IN,lowercase,at,lowercase,what,423,lowercase,level,O
9308,the,talk,are,VBP,lowercase,are,NNS,lowercase,talks,DT,O,level,NN,O,what,WDT,lowercase,what,lowercase,level,423,lowercase,the,O
9309,talk,are,be,VBG,lowercase,being,VBP,lowercase,are,NNS,O,the,DT,O,level,NN,lowercase,level,lowercase,the,423,lowercase,talks,O
9310,are,be,held,VBN,lowercase,held,VBG,lowercase,being,VBP,O,talk,NNS,O,the,DT,lowercase,the,lowercase,talks,423,lowercase,are,O
9311,be,held,.,.,punct,.,VBN,lowercase,held,VBG,O,are,VBP,O,talk,NNS,lowercase,talks,lowercase,are,423,lowercase,being,O
9312,held,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,VBN,O,be,VBG,O,are,VBP,lowercase,are,lowercase,being,423,lowercase,held,O
9313,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,held,VBN,O,be,VBG,lowercase,being,lowercase,held,423,punct,.,O
9314,india,has,not,RB,lowercase,not,VBZ,lowercase,has,NNP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,424,capitalized,India,B-org
9315,has,not,made,VBN,lowercase,made,RB,lowercase,not,VBZ,B-org,india,NNP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,India,424,lowercase,has,O
9316,not,made,ani,DT,lowercase,any,VBN,lowercase,made,RB,O,has,VBZ,B-org,india,NNP,capitalized,India,lowercase,has,424,lowercase,not,O
9317,made,ani,comment,NN,lowercase,comment,DT,lowercase,any,VBN,O,not,RB,O,has,VBZ,lowercase,has,lowercase,not,424,lowercase,made,O
9318,ani,comment,about,IN,lowercase,about,NN,lowercase,comment,DT,O,made,VBN,O,not,RB,lowercase,not,lowercase,made,424,lowercase,any,O
9319,comment,about,the,DT,lowercase,the,IN,lowercase,about,NN,O,ani,DT,O,made,VBN,lowercase,made,lowercase,any,424,lowercase,comment,O
9320,about,the,talk,NNS,lowercase,talks,DT,lowercase,the,IN,O,comment,NN,O,ani,DT,lowercase,any,lowercase,comment,424,lowercase,about,O
9321,the,talk,.,.,punct,.,NNS,lowercase,talks,DT,O,about,IN,O,comment,NN,lowercase,comment,lowercase,about,424,lowercase,the,O
9322,talk,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNS,O,the,DT,O,about,IN,lowercase,about,lowercase,the,424,lowercase,talks,O
9323,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,talk,NNS,O,the,DT,lowercase,the,lowercase,talks,424,punct,.,O
9324,iraqi,offici,say,VBP,lowercase,say,NNS,lowercase,officials,JJ,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,425,capitalized,Iraqi,B-gpe
9325,offici,say,at,IN,lowercase,at,VBP,lowercase,say,NNS,B-gpe,iraqi,JJ,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Iraqi,425,lowercase,officials,O
9326,say,at,least,JJS,lowercase,least,IN,lowercase,at,VBP,O,offici,NNS,B-gpe,iraqi,JJ,capitalized,Iraqi,lowercase,officials,425,lowercase,say,O
9327,at,least,two,CD,lowercase,two,JJS,lowercase,least,IN,O,say,VBP,O,offici,NNS,lowercase,officials,lowercase,say,425,lowercase,at,O
9328,least,two,peopl,NNS,lowercase,people,CD,lowercase,two,JJS,O,at,IN,O,say,VBP,lowercase,say,lowercase,at,425,lowercase,least,O
9329,two,peopl,were,VBD,lowercase,were,NNS,lowercase,people,CD,O,least,JJS,O,at,IN,lowercase,at,lowercase,least,425,lowercase,two,O
9330,peopl,were,kill,VBN,lowercase,killed,VBD,lowercase,were,NNS,O,two,CD,O,least,JJS,lowercase,least,lowercase,two,425,lowercase,people,O
9331,were,kill,and,CC,lowercase,and,VBN,lowercase,killed,VBD,O,peopl,NNS,O,two,CD,lowercase,two,lowercase,people,425,lowercase,were,O
9332,kill,and,sever,JJ,lowercase,several,CC,lowercase,and,VBN,O,were,VBD,O,peopl,NNS,lowercase,people,lowercase,were,425,lowercase,killed,O
9333,and,sever,other,NNS,lowercase,others,JJ,lowercase,several,CC,O,kill,VBN,O,were,VBD,lowercase,were,lowercase,killed,425,lowercase,and,O
9334,sever,other,wound,VBD,lowercase,wounded,NNS,lowercase,others,JJ,O,and,CC,O,kill,VBN,lowercase,killed,lowercase,and,425,lowercase,several,O
9335,other,wound,in,IN,lowercase,in,VBD,lowercase,wounded,NNS,O,sever,JJ,O,and,CC,lowercase,and,lowercase,several,425,lowercase,others,O
9336,wound,in,a,DT,lowercase,a,IN,lowercase,in,VBD,O,other,NNS,O,sever,JJ,lowercase,several,lowercase,others,425,lowercase,wounded,O
9337,in,a,car,NN,lowercase,car,DT,lowercase,a,IN,O,wound,VBD,O,other,NNS,lowercase,others,lowercase,wounded,425,lowercase,in,O
9338,a,car,bomb,NN,lowercase,bomb,NN,lowercase,car,DT,O,in,IN,O,wound,VBD,lowercase,wounded,lowercase,in,425,lowercase,a,O
9339,car,bomb,blast,NN,lowercase,blast,NN,lowercase,bomb,NN,O,a,DT,O,in,IN,lowercase,in,lowercase,a,425,lowercase,car,O
9340,bomb,blast,in,IN,lowercase,in,NN,lowercase,blast,NN,O,car,NN,O,a,DT,lowercase,a,lowercase,car,425,lowercase,bomb,O
9341,blast,in,central,JJ,lowercase,central,IN,lowercase,in,NN,O,bomb,NN,O,car,NN,lowercase,car,lowercase,bomb,425,lowercase,blast,O
9342,in,central,baghdad,NNP,capitalized,Baghdad,JJ,lowercase,central,IN,O,blast,NN,O,bomb,NN,lowercase,bomb,lowercase,blast,425,lowercase,in,O
9343,central,baghdad,tuesday,NNP,capitalized,Tuesday,NNP,capitalized,Baghdad,JJ,O,in,IN,O,blast,NN,lowercase,blast,lowercase,in,425,lowercase,central,O
9344,baghdad,tuesday,.,.,punct,.,NNP,capitalized,Tuesday,NNP,O,central,JJ,O,in,IN,lowercase,in,lowercase,central,425,capitalized,Baghdad,B-geo
9345,tuesday,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNP,B-geo,baghdad,NNP,O,central,JJ,lowercase,central,capitalized,Baghdad,425,capitalized,Tuesday,B-tim
9346,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,B-tim,tuesday,NNP,B-geo,baghdad,NNP,capitalized,Baghdad,capitalized,Tuesday,425,punct,.,O
9347,earlier,report,said,VBD,lowercase,said,NNS,lowercase,reports,RBR,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,426,capitalized,Earlier,O
9348,report,said,the,DT,lowercase,the,VBD,lowercase,said,NNS,O,earlier,RBR,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Earlier,426,lowercase,reports,O
9349,said,the,attack,NN,lowercase,attack,DT,lowercase,the,VBD,O,report,NNS,O,earlier,RBR,capitalized,Earlier,lowercase,reports,426,lowercase,said,O
9350,the,attack,was,VBD,lowercase,was,NN,lowercase,attack,DT,O,said,VBD,O,report,NNS,lowercase,reports,lowercase,said,426,lowercase,the,O
9351,attack,was,carri,VBN,lowercase,carried,VBD,lowercase,was,NN,O,the,DT,O,said,VBD,lowercase,said,lowercase,the,426,lowercase,attack,O
9352,was,carri,out,RP,lowercase,out,VBN,lowercase,carried,VBD,O,attack,NN,O,the,DT,lowercase,the,lowercase,attack,426,lowercase,was,O
9353,carri,out,by,IN,lowercase,by,RP,lowercase,out,VBN,O,was,VBD,O,attack,NN,lowercase,attack,lowercase,was,426,lowercase,carried,O
9354,out,by,a,DT,lowercase,a,IN,lowercase,by,RP,O,carri,VBN,O,was,VBD,lowercase,was,lowercase,carried,426,lowercase,out,O
9355,by,a,suicid,NN,lowercase,suicide,DT,lowercase,a,IN,O,out,RP,O,carri,VBN,lowercase,carried,lowercase,out,426,lowercase,by,O
9356,a,suicid,bomber,NN,lowercase,bomber,NN,lowercase,suicide,DT,O,by,IN,O,out,RP,lowercase,out,lowercase,by,426,lowercase,a,O
9357,suicid,bomber,.,.,punct,.,NN,lowercase,bomber,NN,O,a,DT,O,by,IN,lowercase,by,lowercase,a,426,lowercase,suicide,O
9358,bomber,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,suicid,NN,O,a,DT,lowercase,a,lowercase,suicide,426,lowercase,bomber,O
9359,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,bomber,NN,O,suicid,NN,lowercase,suicide,lowercase,bomber,426,punct,.,O
9360,it,came,as,IN,lowercase,as,VBD,lowercase,came,PRP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,427,capitalized,It,O
9361,came,as,the,DT,lowercase,the,IN,lowercase,as,VBD,O,it,PRP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,It,427,lowercase,came,O
9362,as,the,u.s.,NNP,abbreviation,U.S.,DT,lowercase,the,IN,O,came,VBD,O,it,PRP,capitalized,It,lowercase,came,427,lowercase,as,O
9363,the,u.s.,militari,NN,lowercase,military,NNP,abbreviation,U.S.,DT,O,as,IN,O,came,VBD,lowercase,came,lowercase,as,427,lowercase,the,O
9364,u.s.,militari,announc,VBD,lowercase,announced,NN,lowercase,military,NNP,O,the,DT,O,as,IN,lowercase,as,lowercase,the,427,abbreviation,U.S.,B-gpe
9365,militari,announc,it,PRP,lowercase,it,VBD,lowercase,announced,NN,B-gpe,u.s.,NNP,O,the,DT,lowercase,the,abbreviation,U.S.,427,lowercase,military,O
9366,announc,it,had,VBD,lowercase,had,PRP,lowercase,it,VBD,O,militari,NN,B-gpe,u.s.,NNP,abbreviation,U.S.,lowercase,military,427,lowercase,announced,O
9367,it,had,round,VBN,lowercase,rounded,VBD,lowercase,had,PRP,O,announc,VBD,O,militari,NN,lowercase,military,lowercase,announced,427,lowercase,it,O
9368,had,round,up,RP,lowercase,up,VBN,lowercase,rounded,VBD,O,it,PRP,O,announc,VBD,lowercase,announced,lowercase,it,427,lowercase,had,O
9369,round,up,428,CD,number,428,RP,lowercase,up,VBN,O,had,VBD,O,it,PRP,lowercase,it,lowercase,had,427,lowercase,rounded,O
9370,up,428,suspect,NNS,lowercase,suspects,CD,number,428,RP,O,round,VBN,O,had,VBD,lowercase,had,lowercase,rounded,427,lowercase,up,O
9371,428,suspect,over,IN,lowercase,over,NNS,lowercase,suspects,CD,O,up,RP,O,round,VBN,lowercase,rounded,lowercase,up,427,number,428,O
9372,suspect,over,the,DT,lowercase,the,IN,lowercase,over,NNS,O,428,CD,O,up,RP,lowercase,up,number,428,427,lowercase,suspects,O
9373,over,the,past,JJ,lowercase,past,DT,lowercase,the,IN,O,suspect,NNS,O,428,CD,number,428,lowercase,suspects,427,lowercase,over,O
9374,the,past,30,CD,number,30,JJ,lowercase,past,DT,O,over,IN,O,suspect,NNS,lowercase,suspects,lowercase,over,427,lowercase,the,O
9375,past,30,hour,NNS,lowercase,hours,CD,number,30,JJ,O,the,DT,O,over,IN,lowercase,over,lowercase,the,427,lowercase,past,O
9376,30,hour,in,IN,lowercase,in,NNS,lowercase,hours,CD,O,past,JJ,O,the,DT,lowercase,the,lowercase,past,427,number,30,O
9377,hour,in,a,DT,lowercase,a,IN,lowercase,in,NNS,O,30,CD,O,past,JJ,lowercase,past,number,30,427,lowercase,hours,O
9378,in,a,major,JJ,lowercase,major,DT,lowercase,a,IN,O,hour,NNS,O,30,CD,number,30,lowercase,hours,427,lowercase,in,O
9379,a,major,oper,NN,lowercase,operation,JJ,lowercase,major,DT,O,in,IN,O,hour,NNS,lowercase,hours,lowercase,in,427,lowercase,a,O
9380,major,oper,against,IN,lowercase,against,NN,lowercase,operation,JJ,O,a,DT,O,in,IN,lowercase,in,lowercase,a,427,lowercase,major,O
9381,oper,against,insurg,NNS,lowercase,insurgents,IN,lowercase,against,NN,O,major,JJ,O,a,DT,lowercase,a,lowercase,major,427,lowercase,operation,O
9382,against,insurg,in,IN,lowercase,in,NNS,lowercase,insurgents,IN,O,oper,NN,O,major,JJ,lowercase,major,lowercase,operation,427,lowercase,against,O
9383,insurg,in,a,DT,lowercase,a,IN,lowercase,in,NNS,O,against,IN,O,oper,NN,lowercase,operation,lowercase,against,427,lowercase,insurgents,O
9384,in,a,western,JJ,lowercase,western,DT,lowercase,a,IN,O,insurg,NNS,O,against,IN,lowercase,against,lowercase,insurgents,427,lowercase,in,O
9385,a,western,suburb,NN,lowercase,suburb,JJ,lowercase,western,DT,O,in,IN,O,insurg,NNS,lowercase,insurgents,lowercase,in,427,lowercase,a,O
9386,western,suburb,of,IN,lowercase,of,NN,lowercase,suburb,JJ,O,a,DT,O,in,IN,lowercase,in,lowercase,a,427,lowercase,western,O
9387,suburb,of,the,DT,lowercase,the,IN,lowercase,of,NN,O,western,JJ,O,a,DT,lowercase,a,lowercase,western,427,lowercase,suburb,O
9388,of,the,capit,NN,lowercase,capital,DT,lowercase,the,IN,O,suburb,NN,O,western,JJ,lowercase,western,lowercase,suburb,427,lowercase,of,O
9389,the,capit,.,.,punct,.,NN,lowercase,capital,DT,O,of,IN,O,suburb,NN,lowercase,suburb,lowercase,of,427,lowercase,the,O
9390,capit,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,the,DT,O,of,IN,lowercase,of,lowercase,the,427,lowercase,capital,O
9391,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,capit,NN,O,the,DT,lowercase,the,lowercase,capital,427,punct,.,O
9392,on,monday,",",",",punct,",",NNP,capitalized,Monday,IN,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,428,capitalized,On,O
9393,monday,",",dozen,NNS,lowercase,dozens,",",punct,",",NNP,O,on,IN,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,On,428,capitalized,Monday,B-tim
9394,",",dozen,of,IN,lowercase,of,NNS,lowercase,dozens,",",B-tim,monday,NNP,O,on,IN,capitalized,On,capitalized,Monday,428,punct,",",O
9395,dozen,of,peopl,NNS,lowercase,people,IN,lowercase,of,NNS,O,",",",",B-tim,monday,NNP,capitalized,Monday,punct,",",428,lowercase,dozens,O
9396,of,peopl,were,VBD,lowercase,were,NNS,lowercase,people,IN,O,dozen,NNS,O,",",",",punct,",",lowercase,dozens,428,lowercase,of,O
9397,peopl,were,kill,VBN,lowercase,killed,VBD,lowercase,were,NNS,O,of,IN,O,dozen,NNS,lowercase,dozens,lowercase,of,428,lowercase,people,O
9398,were,kill,and,CC,lowercase,and,VBN,lowercase,killed,VBD,O,peopl,NNS,O,of,IN,lowercase,of,lowercase,people,428,lowercase,were,O
9399,kill,and,score,NNS,lowercase,scores,CC,lowercase,and,VBN,O,were,VBD,O,peopl,NNS,lowercase,people,lowercase,were,428,lowercase,killed,O
9400,and,score,were,VBD,lowercase,were,NNS,lowercase,scores,CC,O,kill,VBN,O,were,VBD,lowercase,were,lowercase,killed,428,lowercase,and,O
9401,score,were,hurt,VBN,lowercase,hurt,VBD,lowercase,were,NNS,O,and,CC,O,kill,VBN,lowercase,killed,lowercase,and,428,lowercase,scores,O
9402,were,hurt,in,IN,lowercase,in,VBN,lowercase,hurt,VBD,O,score,NNS,O,and,CC,lowercase,and,lowercase,scores,428,lowercase,were,O
9403,hurt,in,a,DT,lowercase,a,IN,lowercase,in,VBN,O,were,VBD,O,score,NNS,lowercase,scores,lowercase,were,428,lowercase,hurt,O
9404,in,a,seri,NN,lowercase,series,DT,lowercase,a,IN,O,hurt,VBN,O,were,VBD,lowercase,were,lowercase,hurt,428,lowercase,in,O
